OTU,Kingdom,Phylum,Class,Order,Family,Genus,OUT_genus,mean_relabund,Gut_SubSection
Otu00339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00339 Rhodospirillales_unclassified,1.39E-03,HG_2
Otu00340,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00340 Oscillibacter,5.28E-04,HG_2
Otu00342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00342 Lachnospiraceae_unclassified,1.36E-04,HG_2
Otu00345,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00345 Alistipes,9.56E-04,HG_2
Otu00350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00350 Oscillibacter,1.20E-03,HG_2
Otu00351,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00351 Alistipes,7.84E-04,HG_2
Otu00352,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,Mollicutes_RF39_fa,Mollicutes_RF39_ge,Otu00352 Mollicutes_RF39_ge,1.55E-03,HG_2
Otu00362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00362 Tyzzerella,1.07E-03,HG_2
Otu00366,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00366 Rikenella,1.16E-03,HG_2
Otu00368,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00368 Victivallaceae_ge,1.58E-03,HG_2
Otu00372,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00372 Rikenellaceae_unclassified,7.92E-04,HG_2
Otu00374,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00374 Alistipes,1.06E-03,HG_2
Otu00375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00375 Rhodospirillales_unclassified,1.25E-03,HG_2
Otu00376,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,Otu00376 Gastranaerophilales_ge,7.40E-04,HG_2
Otu00379,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00379 Lachnospiraceae_unclassified,9.56E-04,HG_2
Otu00380,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00380 Rikenella,1.28E-03,HG_2
Otu00382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00382 Bacteroidales_unclassified,1.14E-03,HG_2
Otu00384,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00384 Lachnospiraceae_unclassified,9.36E-04,HG_2
Otu00389,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00389 Lachnospiraceae_unclassified,9.24E-04,HG_2
Otu00391,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00391 DMI_ge,5.48E-04,HG_2
Otu00392,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,Otu00392 Gastranaerophilales_ge,9.00E-04,HG_2
Otu00394,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00394 Alistipes,8.84E-04,HG_2
Otu00395,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthellaceae_unclassified,Otu00395 Eggerthellaceae_unclassified,8.68E-04,HG_2
Otu00399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Otu00399 Bacteroidia_unclassified,9.76E-04,HG_2
Otu00404,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00404 Alistipes,8.20E-04,HG_2
Otu00407,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00407 Lachnospiraceae_unclassified,1.37E-03,HG_2
Otu00411,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00411 Alistipes,9.28E-04,HG_2
Otu00415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00415 Oscillibacter,1.19E-03,HG_2
Otu00419,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00419 Alistipes,6.44E-04,HG_2
Otu00421,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00421 Rikenella,1.10E-03,HG_2
Otu00422,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00422 Ruminiclostridium_5,9.04E-04,HG_2
Otu00424,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00424 Akkermansia,7.88E-04,HG_2
Otu00428,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00428 Victivallaceae_ge,9.12E-04,HG_2
Otu00430,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00430 Akkermansia,9.48E-04,HG_2
Otu00434,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00434 uncultured,8.80E-05,HG_2
Otu00435,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00435 Alistipes,1.15E-03,HG_2
Otu00436,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00436 Alphaproteobacteria_unclassified,6.80E-04,HG_2
Otu00438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00438 Rikenella,6.84E-04,HG_2
Otu00443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00443 Alistipes,7.92E-04,HG_2
Otu00444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00444 uncultured_ge,9.60E-04,HG_2
Otu00447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00447 Alistipes,8.96E-04,HG_2
Otu00448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00448 Alistipes,7.84E-04,HG_2
Otu00452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00452 Rikenella,8.16E-04,HG_2
Otu00455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00455 Lachnospiraceae_unclassified,7.24E-04,HG_2
Otu00456,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00456 Alistipes,4.12E-04,HG_2
Otu00458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00458 Rhodospirillales_unclassified,9.12E-04,HG_2
Otu00461,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,Otu00461 Family_XIII_ge,8.56E-04,HG_2
Otu00463,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00463 Clostridiales_unclassified,1.01E-03,HG_2
Otu00465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00465 Alistipes,4.52E-04,HG_2
Otu00467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00467 Alistipes,5.48E-04,HG_2
Otu00468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00468 Alistipes,6.84E-04,HG_2
Otu00470,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00470 Victivallaceae_ge,7.24E-04,HG_2
Otu00480,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00480 Alistipes,6.60E-04,HG_2
Otu00481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00481 Rikenella,8.84E-04,HG_2
Otu00492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00492 Rikenellaceae_unclassified,5.00E-04,HG_2
Otu00494,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00494 Ruminococcaceae_unclassified,1.64E-04,HG_2
Otu00504,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00504 Alistipes,9.12E-04,HG_2
Otu00509,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00509 Alistipes,7.48E-04,HG_2
Otu00511,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00511 Clostridiales_unclassified,7.36E-04,HG_2
Otu00521,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00521 Oscillibacter,7.40E-04,HG_2
Otu00523,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00523 Alistipes,4.36E-04,HG_2
Otu00524,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00524 Alistipes,5.24E-04,HG_2
Otu00532,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00532 Ruminococcaceae_unclassified,9.04E-04,HG_2
Otu00533,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00533 GCA-900066225,7.88E-04,HG_2
Otu00536,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00536 Alistipes,6.16E-04,HG_2
Otu00553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00553 Alistipes,5.48E-04,HG_2
Otu00561,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00561 Lachnospiraceae_unclassified,7.44E-04,HG_2
Otu00563,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00563 uncultured,7.60E-04,HG_2
Otu00565,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00565 Victivallaceae_ge,8.48E-04,HG_2
Otu00567,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00567 Alistipes,3.32E-04,HG_2
Otu00569,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00569 Akkermansia,5.68E-04,HG_2
Otu00570,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00570 Ruminococcaceae_unclassified,5.96E-04,HG_2
Otu00571,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00571 Ruminococcaceae_unclassified,5.96E-04,HG_2
Otu00575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00575 Rikenella,7.60E-04,HG_2
Otu00576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,Otu00576 Harryflintia,7.04E-04,HG_2
Otu00577,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00577 Alistipes,7.48E-04,HG_2
Otu00578,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00578 Oscillibacter,6.08E-04,HG_2
Otu00583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00583 uncultured_ge,5.80E-04,HG_2
Otu00584,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00584 Alistipes,5.08E-04,HG_2
Otu00586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00586 Alistipes,5.40E-04,HG_2
Otu00589,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00589 Ruminococcaceae_unclassified,5.08E-04,HG_2
Otu00590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00590 Lachnospiraceae_unclassified,5.16E-04,HG_2
Otu00592,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00592 Alistipes,2.80E-04,HG_2
Otu00594,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00594 Rikenella,2.08E-04,HG_2
Otu00605,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008,Otu00605 Ruminococcaceae_UCG-008,7.84E-04,HG_2
Otu00609,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00609 Alistipes,5.24E-04,HG_2
Otu00619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00619 Alistipes,4.68E-04,HG_2
Otu00620,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00620 Ruminococcaceae_unclassified,2.52E-04,HG_2
Otu00622,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00622 uncultured,4.88E-04,HG_2
Otu00623,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00623 Rikenella,4.24E-04,HG_2
Otu00632,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00632 Tyzzerella,4.88E-04,HG_2
Otu00635,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00635 Rikenellaceae_unclassified,4.36E-04,HG_2
Otu00639,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00639 Alistipes,3.76E-04,HG_2
Otu00647,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00647 Ruminococcaceae_unclassified,4.76E-04,HG_2
Otu00649,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00649 Clostridiales_vadinBB60_group_ge,4.96E-04,HG_2
Otu00652,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00652 Ruminococcaceae_unclassified,4.68E-04,HG_2
Otu00663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00663 Alistipes,5.04E-04,HG_2
Otu00666,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00666 Ruminiclostridium_5,5.00E-04,HG_2
Otu00667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00667 Oscillibacter,6.44E-04,HG_2
Otu00672,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00672 Ruminococcaceae_unclassified,1.24E-04,HG_2
Otu00673,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Otu00673 Romboutsia,1.56E-04,HG_2
Otu00675,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00675 Victivallaceae_ge,4.04E-04,HG_2
Otu00685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00685 GCA-900066225,4.44E-04,HG_2
Otu00686,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00686 Bacteria_unclassified,3.80E-04,HG_2
Otu00692,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00692 Oscillibacter,5.04E-04,HG_2
Otu00693,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00693 Oscillibacter,4.92E-04,HG_2
Otu00696,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00696 Alistipes,4.12E-04,HG_2
Otu00697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00697 Tyzzerella,5.80E-04,HG_2
Otu00708,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00708 Alistipes,3.52E-04,HG_2
Otu00722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00722 Alistipes,3.96E-04,HG_2
Otu00723,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00723 Alistipes,4.72E-04,HG_2
Otu00724,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00724 Ruminiclostridium_5,3.80E-04,HG_2
Otu00729,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00729 Rikenellaceae_unclassified,3.68E-04,HG_2
Otu00731,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00731 Oscillibacter,5.12E-04,HG_2
Otu00732,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00732 Akkermansia,3.44E-04,HG_2
Otu00736,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00736 Ruminococcaceae_unclassified,4.84E-04,HG_2
Otu00744,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00744 Alistipes,3.48E-04,HG_2
Otu00749,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00749 Ruminiclostridium_5,3.96E-04,HG_2
Otu00761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pygmaiobacter,Otu00761 Pygmaiobacter,3.12E-04,HG_2
Otu00766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00766 Alistipes,3.28E-04,HG_2
Otu00767,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00767 Rikenella,3.56E-04,HG_2
Otu00768,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00768 Rikenella,3.88E-04,HG_2
Otu00770,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00770 Ruminococcaceae_unclassified,3.56E-04,HG_2
Otu00778,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00778 Ruminococcaceae_UCG-013,3.32E-04,HG_2
Otu00781,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00781 Rikenellaceae_unclassified,2.04E-04,HG_2
Otu00783,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00783 Alphaproteobacteria_unclassified,4.00E-04,HG_2
Otu00787,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00787 Akkermansia,4.56E-04,HG_2
Otu00790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00790 GCA-900066225,3.04E-04,HG_2
Otu00794,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00794 Ruminococcaceae_unclassified,3.08E-04,HG_2
Otu00797,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,Otu00797 uncultured,3.52E-04,HG_2
Otu00800,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00800 Alistipes,4.76E-04,HG_2
Otu00803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00803 Alistipes,2.12E-04,HG_2
Otu00806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00806 Lachnospiraceae_unclassified,3.60E-04,HG_2
Otu00807,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu00807 Mollicutes_unclassified,5.36E-04,HG_2
Otu00824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00824 Ruminococcaceae_unclassified,2.88E-04,HG_2
Otu00839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00839 Ruminiclostridium_5,4.60E-04,HG_2
Otu00846,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00846 Rikenella,2.08E-04,HG_2
Otu00855,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00855 Ruminococcaceae_unclassified,4.04E-04,HG_2
Otu00856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00856 Rikenella,2.64E-04,HG_2
Otu00872,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00872 Ruminococcaceae_unclassified,3.20E-04,HG_2
Otu00878,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00878 Alistipes,4.52E-04,HG_2
Otu00882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00882 Ruminococcaceae_unclassified,3.36E-04,HG_2
Otu00906,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00906 Alistipes,3.08E-04,HG_2
Otu00908,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00908 Ruminococcaceae_UCG-013,2.76E-04,HG_2
Otu00929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00929 Rikenella,3.36E-04,HG_2
Otu00935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00935 Alistipes,2.84E-04,HG_2
Otu00958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00958 uncultured_ge,3.16E-04,HG_2
Otu00961,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00961 Alistipes,3.92E-04,HG_2
Otu00965,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00965 Akkermansia,2.88E-04,HG_2
Otu00969,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00969 Victivallaceae_ge,3.52E-04,HG_2
Otu00979,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,Otu00979 Ruminococcaceae_UCG-014,3.12E-04,HG_2
Otu00980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00980 Alistipes,2.92E-04,HG_2
Otu00993,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00993 Ruminococcaceae_unclassified,1.60E-05,HG_2
Otu01004,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Otu01004 Turicibacter,9.60E-05,HG_2
Otu01011,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01011 Rikenella,3.80E-04,HG_2
Otu01021,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01021 Rikenella,3.04E-04,HG_2
Otu01028,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu01028 Alistipes,2.16E-04,HG_2
Otu01030,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu01030 Ruminococcaceae_unclassified,2.80E-04,HG_2
Otu01040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu01040 uncultured_ge,3.12E-04,HG_2
Otu01053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu01053 Lachnospiraceae_unclassified,1.88E-04,HG_2
Otu01068,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,Otu01068 Anaerovorax,2.92E-04,HG_2
Otu01081,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistaceae_unclassified,Otu01081 Synergistaceae_unclassified,2.72E-04,HG_2
Otu01089,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified,Otu01089 Puniceicoccaceae_unclassified,2.36E-04,HG_2
Otu01166,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu01166 Mollicutes_unclassified,2.68E-04,HG_2
Otu01176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu01176 GCA-900066225,2.20E-04,HG_2
Otu01233,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu01233 Clostridiales_unclassified,1.92E-04,HG_2
Otu01409,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01409 Rikenella,1.88E-04,HG_2
Otu00003,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Otu00003 Vibrionaceae_unclassified,0.021248,HG_3
